month,ipi_category,n_records,median_price,average_price,p25,p75
2026-01,Technical Writing,80,157.22,166.9445,122.42,207.07
2026-01,Translation & Localization,80,133.86,139.286875,105.7175,169.7
2026-01,UI/UX Design,80,138.07999999999998,144.467625,104.47999999999999,164.48250000000002
2026-01,Video Editing,80,145.99,155.8705,117.2625,175.04749999999999
2026-01,Web Development,80,162.63,168.47650000000002,131.405,192.4025
2026-02,AI Development & Automation,80,103.91499999999999,111.1395,82.1725,135.745
2026-02,Animation & Motion Graphics,80,56.81,62.801750000000006,43.2925,75.94500000000001
2026-02,Audio Production & Voice Work,80,187.16500000000002,188.51775,149.275,222.945
2026-02,Branding & Visual Identity,80,161.70499999999998,185.264,130.47500000000002,231.035
2026-02,"Cloud, DevOps & Cybersecurity",80,78.94,80.793375,58.75,92.48750000000001
2026-02,Consulting & Legal Services,80,92.36000000000001,103.16137499999999,77.89250000000001,130.5225
2026-02,Content Writing,80,97.445,99.13175,67.0575,124.37
2026-02,Data Analytics & Business Intelligence,80,83.31,92.65599999999999,69.065,107.17
2026-02,Finance & Accounting,80,113.495,120.31275000000001,89.02250000000001,146.0
2026-02,Graphic Design,80,49.83,53.52,39.762499999999996,64.9575
2026-02,Mobile App Development,80,82.235,83.426125,66.35,99.99000000000001
2026-02,Paid Advertising (PPC),80,73.515,79.801625,59.400000000000006,94.57499999999999
2026-02,SEO,80,113.09,119.43675,87.2225,139.485
2026-02,Social Media Management,80,72.03,76.57275,58.22,87.8725
2026-02,Software Engineering,80,80.045,85.976125,61.94,100.5625
2026-02,Technical Writing,80,165.08,176.12925,127.3325,208.35
2026-02,Translation & Localization,80,131.25,141.59375,109.56,170.97500000000002
2026-02,UI/UX Design,80,132.125,138.69287500000002,105.48750000000001,162.105
2026-02,Video Editing,80,155.0,171.352625,124.14500000000001,197.70250000000001
2026-02,Web Development,80,161.885,178.6415,136.8125,211.2625
2026-03,AI Development & Automation,80,98.66,106.43199999999999,83.19500000000001,128.1825
2026-03,Animation & Motion Graphics,80,56.82,60.111625000000004,45.1425,72.645
2026-03,Audio Production & Voice Work,80,178.76,184.01575,139.755,208.06
2026-03,Branding & Visual Identity,80,155.45999999999998,178.083125,129.57999999999998,216.935
2026-03,"Cloud, DevOps & Cybersecurity",80,77.355,82.172,64.7625,91.9275
2026-03,Consulting & Legal Services,80,87.695,91.441625,69.3025,105.3725
2026-03,Content Writing,80,83.75,88.59450000000001,65.8025,106.7725
2026-03,Data Analytics & Business Intelligence,80,75.775,82.525375,60.4275,99.08500000000001
2026-03,Finance & Accounting,80,102.19,113.055625,82.71000000000001,135.695
2026-03,Graphic Design,80,54.215,55.4365,44.0725,63.81
2026-03,Mobile App Development,80,81.94,85.18525,62.7225,97.885
2026-03,Paid Advertising (PPC),80,68.43,73.92937500000001,55.0625,87.78999999999999
2026-03,SEO,80,119.805,125.26500000000001,97.36,140.035
2026-03,Social Media Management,80,68.67,78.842,57.177499999999995,95.125
2026-03,Software Engineering,80,72.05,75.82424999999999,57.2725,88.3
2026-03,Technical Writing,80,162.79500000000002,170.81937499999998,121.0775,204.4425
2026-03,Translation & Localization,80,115.79,121.77475,90.5875,141.5275
2026-03,UI/UX Design,80,138.765,145.879375,104.37,178.815
2026-03,Video Editing,80,154.255,160.21937499999999,119.61,187.6275
2026-03,Web Development,80,175.3,186.4635,141.72,224.625
2026-04,AI Development & Automation,80,102.79499999999999,106.10162499999998,83.5625,123.535
2026-04,Animation & Motion Graphics,80,50.935,55.743125,42.29,66.435
2026-04,Audio Production & Voice Work,80,173.60000000000002,183.86225,143.6375,217.71499999999997
2026-04,Branding & Visual Identity,80,172.155,187.032125,134.89000000000001,222.3525
2026-04,"Cloud, DevOps & Cybersecurity",80,77.545,82.6095,61.315000000000005,99.0475
2026-04,Consulting & Legal Services,80,90.215,95.65912499999999,71.2025,112.795
2026-04,Content Writing,80,84.515,93.72725,70.3475,108.86500000000001
2026-04,Data Analytics & Business Intelligence,80,81.36500000000001,83.0735,61.8025,97.5075
2026-04,Finance & Accounting,80,114.005,118.506875,83.595,146.5875
2026-04,Graphic Design,80,52.665,55.047625000000004,37.595,68.345
2026-04,Mobile App Development,80,77.24,87.794875,62.63,104.725
2026-04,Paid Advertising (PPC),80,68.5,75.963,59.065,88.4325
2026-04,SEO,80,122.43,132.588,97.3575,161.0525
2026-04,Social Media Management,80,66.03999999999999,72.79375,53.6675,83.67
2026-04,Software Engineering,80,77.35499999999999,82.36075,60.9425,99.78999999999999
2026-04,Technical Writing,80,162.45499999999998,173.134375,131.8275,205.9625
2026-04,Translation & Localization,80,130.39,135.418625,102.845,166.61
2026-04,UI/UX Design,80,133.13,142.105,102.59,172.65249999999997
2026-04,Video Editing,80,157.695,166.089375,131.52249999999998,189.3525
2026-04,Web Development,80,163.82999999999998,167.232625,131.4775,194.4075
2026-05,AI Development & Automation,80,99.515,104.83275,77.8375,119.6375
2026-05,Animation & Motion Graphics,80,57.54,61.557125,44.3275,73.315
2026-05,Audio Production & Voice Work,80,187.57999999999998,196.7955,143.0875,232.5775
2026-05,Branding & Visual Identity,80,185.72,201.5035,143.2475,229.815
2026-05,"Cloud, DevOps & Cybersecurity",80,77.47999999999999,80.541625,61.695,97.2325
2026-05,Consulting & Legal Services,80,92.495,96.40187499999999,71.11749999999999,116.355
2026-05,Content Writing,80,89.47,93.237875,66.89,112.2425
2026-05,Data Analytics & Business Intelligence,80,80.61,84.557,57.3,105.96
2026-05,Finance & Accounting,80,114.60499999999999,115.943625,90.09,132.755
2026-05,Graphic Design,80,49.41,51.928375,38.9575,61.5125
2026-05,Mobile App Development,80,84.88,90.939375,70.50750000000001,108.1775
2026-05,Paid Advertising (PPC),80,71.225,76.98275,60.875,92.985
2026-05,SEO,80,104.96,110.92225,85.545,132.4825
2026-05,Social Media Management,80,74.80000000000001,78.19325,59.865,97.9325
2026-05,Software Engineering,80,81.515,82.341375,64.5825,94.9875
2026-05,Technical Writing,80,149.5,155.666625,114.71000000000001,181.98499999999999
2026-05,Translation & Localization,80,124.34,128.78225,102.80000000000001,152.0375
2026-05,UI/UX Design,80,145.185,151.790875,109.415,186.92249999999999
2026-05,Video Editing,80,147.70999999999998,155.060375,117.525,176.29500000000002
2026-05,Web Development,80,184.155,186.20425,124.0725,228.865
2026-06,AI Development & Automation,80,95.06,96.694875,67.9675,118.13250000000001
2026-06,Animation & Motion Graphics,80,56.269999999999996,60.191250000000004,46.515,69.5325
2026-06,Audio Production & Voice Work,80,176.695,188.79325,143.10750000000002,237.6325
2026-06,Branding & Visual Identity,80,180.51,183.809375,131.3175,213.03
2026-06,"Cloud, DevOps & Cybersecurity",80,77.67,81.38275,65.405,94.92999999999999
2026-06,Consulting & Legal Services,80,92.16499999999999,95.748375,76.21,110.77250000000001
2026-06,Content Writing,80,81.03,89.857625,66.9875,110.785
2026-06,Data Analytics & Business Intelligence,80,72.11,78.07175,62.15,93.3475
2026-06,Finance & Accounting,80,112.68,118.856,85.9275,143.95749999999998
2026-06,Graphic Design,80,49.8,53.823875,40.45,65.9
2026-06,Mobile App Development,80,82.18,83.075625,61.129999999999995,96.7125
2026-06,Paid Advertising (PPC),80,74.775,80.53825,58.04,94.475
2026-06,SEO,80,119.33,122.01525,86.4675,148.5725
2026-06,Social Media Management,80,73.88,75.874125,56.655,93.38749999999999
2026-06,Software Engineering,80,78.38,83.828,61.692499999999995,100.08250000000001
2026-06,Technical Writing,80,142.875,152.49212500000002,109.0675,179.0275
2026-06,Translation & Localization,80,116.845,124.9565,91.72749999999999,152.7625
2026-06,UI/UX Design,80,141.995,149.152375,111.6725,178.865
2026-06,Video Editing,80,148.91500000000002,156.60975000000002,112.83,188.45
2026-06,Web Development,80,169.85,171.24025,127.715,209.4425
