month,ipi_category,n_records,median_price,average_price,p25,p75,base_price,price_index,1mo_pct_change,12mo_pct_change
2026-06,"Cloud, DevOps & Cybersecurity",80,77.67,81.38275,65.405,94.92999999999999,77.735,99.9163825818486,0.24522457408364673,-0.08361741815140489
2025-06,Consulting & Legal Services,80,88.765,92.777875,75.5525,107.8475,88.765,100.0,,
2025-07,Consulting & Legal Services,80,96.14500000000001,94.99625,71.52250000000001,114.86749999999999,88.765,108.31408775981527,8.314087759815258,
2025-08,Consulting & Legal Services,80,87.325,91.95637500000001,69.62,107.025,88.765,98.37773897369459,-9.173643975245739,
2025-09,Consulting & Legal Services,80,83.89500000000001,89.48675,66.055,102.48,88.765,94.51360333464768,-3.927855711422834,
2025-10,Consulting & Legal Services,80,88.01499999999999,96.951625,76.115,123.2,88.765,99.15507238213259,4.910900530424911,
2025-11,Consulting & Legal Services,80,95.875,95.23575,68.0125,114.9225,88.765,108.00991381738298,8.930295972277458,
2025-12,Consulting & Legal Services,80,96.57,97.895375,74.125,111.1625,88.765,108.79288007660676,0.7249022164276253,
2026-01,Consulting & Legal Services,80,90.215,93.651625,67.685,120.4325,88.765,101.63352672787698,-6.580718649684158,
2026-02,Consulting & Legal Services,80,92.36000000000001,103.16137499999999,77.89250000000001,130.5225,88.765,104.05001971497776,2.3776533835836666,
2026-03,Consulting & Legal Services,80,87.695,91.441625,69.3025,105.3725,88.765,98.7945699318425,-5.050887830229556,
2026-04,Consulting & Legal Services,80,90.215,95.65912499999999,71.2025,112.795,88.765,101.63352672787698,2.873595986088162,
2026-05,Consulting & Legal Services,80,92.495,96.40187499999999,71.11749999999999,116.355,88.765,104.2021066861939,2.527295904228799,
2026-06,Consulting & Legal Services,80,92.16499999999999,95.748375,76.21,110.77250000000001,88.765,103.83033853433221,-0.35677604194823687,3.8303385343322116
2025-06,Content Writing,80,95.525,101.784625,77.18,121.30499999999999,95.525,100.0,,
2025-07,Content Writing,80,105.11000000000001,107.37525000000001,81.5125,129.36249999999998,95.525,110.03402250719707,10.034022507197072,
2025-08,Content Writing,80,94.545,100.61075,76.4025,123.5175,95.525,98.97409055221146,-10.05137475026162,
2025-09,Content Writing,80,91.815,99.741625,68.2175,120.2225,95.525,96.11619994765768,-2.887513882278281,
2025-10,Content Writing,80,92.145,95.836,65.6075,112.83250000000001,95.525,96.46165925150483,0.3594183956869612,
2025-11,Content Writing,80,94.065,100.23825,77.025,119.0325,95.525,98.47160429207013,2.0836724727332,
2025-12,Content Writing,80,96.35499999999999,103.30525,76.13499999999999,122.1,95.525,100.86888249149435,2.43448679104874,
2026-01,Content Writing,80,93.155,102.213375,71.36500000000001,118.57,95.525,97.5189740905522,-3.32105235846607,
2026-02,Content Writing,80,97.445,99.13175,67.0575,124.37,95.525,102.00994504056528,4.605227846063009,
2026-03,Content Writing,80,83.75,88.59450000000001,65.8025,106.7725,95.525,87.67338393090813,-14.054081789727535,
2026-04,Content Writing,80,84.515,93.72725,70.3475,108.86500000000001,95.525,88.47422140800838,0.9134328358209043,
2026-05,Content Writing,80,89.47,93.237875,66.89,112.2425,95.525,93.66134519759225,5.862864580252025,
2026-06,Content Writing,80,81.03,89.857625,66.9875,110.785,95.525,84.8259617901073,-9.433329607689734,-15.174038209892704
2025-06,Data Analytics & Business Intelligence,80,84.55000000000001,95.813625,71.01,114.1525,84.55000000000001,100.0,,
2025-07,Data Analytics & Business Intelligence,80,85.47,94.16312500000001,73.00999999999999,115.03,84.55000000000001,101.08811354228267,1.0881135422826649,
2025-08,Data Analytics & Business Intelligence,80,84.575,95.959625,70.85499999999999,118.4025,84.55000000000001,100.02956830277941,-1.0471510471510515,
2025-09,Data Analytics & Business Intelligence,80,89.13499999999999,97.35062500000001,74.895,110.9825,84.55000000000001,105.42282672974568,5.3916642033697615,
2025-10,Data Analytics & Business Intelligence,80,80.845,81.97274999999999,66.2875,95.44749999999999,84.55000000000001,95.61797752808987,-9.300499242721704,
2025-11,Data Analytics & Business Intelligence,80,88.795,96.250125,73.58000000000001,111.32749999999999,84.55000000000001,105.02069781194558,9.83363225926157,
2025-12,Data Analytics & Business Intelligence,80,76.16499999999999,84.303875,59.9,103.9425,84.55000000000001,90.08279124778235,-14.223773861140842,
2026-01,Data Analytics & Business Intelligence,80,85.48,91.00037499999999,69.52250000000001,110.175,84.55000000000001,101.09994086339442,12.230026915249791,
2026-02,Data Analytics & Business Intelligence,80,83.31,92.65599999999999,69.065,107.17,84.55000000000001,98.53341218214074,-2.5386055217594627,
2026-03,Data Analytics & Business Intelligence,80,75.775,82.525375,60.4275,99.08500000000001,84.55000000000001,89.6215257244234,-9.04453246909135,
2026-04,Data Analytics & Business Intelligence,80,81.36500000000001,83.0735,61.8025,97.5075,84.55000000000001,96.23299822590184,7.377103266248786,
2026-05,Data Analytics & Business Intelligence,80,80.61,84.557,57.3,105.96,84.55000000000001,95.34003548196333,-0.9279174092054476,
2026-06,Data Analytics & Business Intelligence,80,72.11,78.07175,62.15,93.3475,84.55000000000001,85.28681253696037,-10.544597444485792,-14.713187463039635
2025-06,Finance & Accounting,80,101.255,105.33324999999999,83.4325,119.675,101.255,100.0,,
2025-07,Finance & Accounting,80,95.05000000000001,103.50675000000001,72.3925,127.2975,101.255,93.8719075601205,-6.128092439879495,
2025-08,Finance & Accounting,80,106.07499999999999,110.09537499999999,84.0375,127.54249999999999,101.255,104.76025875265418,11.599158337716965,
2025-09,Finance & Accounting,80,112.815,117.230125,89.655,140.6275,101.255,111.4167201619673,6.353994814989394,
2025-10,Finance & Accounting,80,107.78,112.788125,84.97,136.0025,101.255,106.44412621598933,-4.463058990382485,
2025-11,Finance & Accounting,80,109.38,114.36600000000001,88.8275,131.9875,101.255,108.02429509653844,1.4845054741139396,
2025-12,Finance & Accounting,80,104.15,105.405875,82.6075,123.27250000000001,101.255,102.85911806824355,-4.781495703053573,
2026-01,Finance & Accounting,80,111.12,118.2535,95.1775,130.35,101.255,109.7427287541356,6.692270763322128,
2026-02,Finance & Accounting,80,113.495,120.31275000000001,89.02250000000001,146.0,101.255,112.08829193620069,2.1373290136789125,
2026-03,Finance & Accounting,80,102.19,113.055625,82.71000000000001,135.695,101.255,100.92341118957088,-9.960791224283017,
2026-04,Finance & Accounting,80,114.005,118.506875,83.595,146.5875,101.255,112.5919707668757,11.561796653292888,
2026-05,Finance & Accounting,80,114.60499999999999,115.943625,90.09,132.755,101.255,113.18453409708162,0.5262927064602518,
2026-06,Finance & Accounting,80,112.68,118.856,85.9275,143.95749999999998,101.255,111.28339341267099,-1.6796823873303834,11.283393412670994
2025-06,Graphic Design,80,56.89,61.756125,44.8775,73.8525,56.89,100.0,,
2025-07,Graphic Design,80,53.025,56.7895,39.675000000000004,68.67,56.89,93.20618737915275,-6.79381262084725,
2025-08,Graphic Design,80,56.635000000000005,59.948375,43.3125,68.985,56.89,99.55176656705925,6.808109382366823,
2025-09,Graphic Design,80,55.96,61.500125000000004,42.88,73.1675,56.89,98.36526630339252,-1.191842500220719,
2025-10,Graphic Design,80,52.39,55.83775000000001,40.94,64.82499999999999,56.89,92.08999824222182,-6.379556826304511,
2025-11,Graphic Design,80,53.644999999999996,57.064,43.0775,68.5575,56.89,94.29600984355774,2.395495323535024,
2025-12,Graphic Design,80,56.925,58.471124999999994,41.6275,69.8275,56.89,100.06152223589382,6.114269736228906,
2026-01,Graphic Design,80,53.879999999999995,56.14087500000001,43.155,66.3675,56.89,94.70908771313059,-5.349143610013185,
2026-02,Graphic Design,80,49.83,53.52,39.762499999999996,64.9575,56.89,87.59008613113025,-7.516703786191526,
2026-03,Graphic Design,80,54.215,55.4365,44.0725,63.81,56.89,95.29794339954299,8.799919727072059,
2026-04,Graphic Design,80,52.665,55.047625000000004,37.595,68.345,56.89,92.57338723853049,-2.85898736512038,
2026-05,Graphic Design,80,49.41,51.928375,38.9575,61.5125,56.89,86.85181930040429,-6.180575334662475,
2026-06,Graphic Design,80,49.8,53.823875,40.45,65.9,56.89,87.53735278607839,0.7893139040680008,-12.462647213921619
2025-06,Mobile App Development,80,82.73,84.72225,61.2525,100.2025,82.73,100.0,,
2025-07,Mobile App Development,80,73.42,76.282875,56.915,90.7025,82.73,88.74652483984045,-11.253475160159553,
2025-08,Mobile App Development,80,75.09,80.52175,61.722500000000004,92.79249999999999,82.73,90.76513961078206,2.274584581857786,
2025-09,Mobile App Development,80,77.725,84.75862500000001,60.4325,97.6675,82.73,93.95019944397436,3.5091223864695653,
2025-10,Mobile App Development,80,78.995,82.01637500000001,57.9225,99.7025,82.73,95.48531367097787,1.6339659054358524,
2025-11,Mobile App Development,80,83.46000000000001,89.849125,66.235,111.555,82.73,100.88238849268707,5.652256471928618,
2025-12,Mobile App Development,80,79.82499999999999,82.900375,59.902499999999996,100.45,82.73,96.48857729964945,-4.355379822669569,
2026-01,Mobile App Development,80,85.695,90.178375,70.14999999999999,105.61,82.73,103.58394778194125,7.353585969307863,
2026-02,Mobile App Development,80,82.235,83.426125,66.35,99.99000000000001,82.73,99.40166807687658,-4.037575121068915,
2026-03,Mobile App Development,80,81.94,85.18525,62.7225,97.885,82.73,99.04508642572222,-0.3587280355079936,
2026-04,Mobile App Development,80,77.24,87.794875,62.63,104.725,82.73,93.3639550344494,-5.73590432023432,
2026-05,Mobile App Development,80,84.88,90.939375,70.50750000000001,108.1775,82.73,102.59881542366733,9.891248058001034,
2026-06,Mobile App Development,80,82.18,83.075625,61.129999999999995,96.7125,82.73,99.33518675208511,-3.1809613572101547,-0.6648132479148972
2025-06,Paid Advertising (PPC),80,66.69999999999999,71.448625,52.9225,84.2625,66.69999999999999,100.0,,
2025-07,Paid Advertising (PPC),80,70.195,76.7085,57.3425,87.77,66.69999999999999,105.23988005997002,5.239880059970026,
2025-08,Paid Advertising (PPC),80,76.47,80.542625,60.1775,97.43,66.69999999999999,114.64767616191907,8.9393831469478,
2025-09,Paid Advertising (PPC),80,71.16499999999999,77.7895,53.067499999999995,95.5825,66.69999999999999,106.69415292353823,-6.937361056623537,
2025-10,Paid Advertising (PPC),80,72.485,76.48525,60.6075,92.545,66.69999999999999,108.67316341829087,1.8548443757465227,
2025-11,Paid Advertising (PPC),80,74.41,78.721,56.6125,96.5975,66.69999999999999,111.5592203898051,2.655721873491057,
2025-12,Paid Advertising (PPC),80,69.945,77.633875,54.825,91.1475,66.69999999999999,104.86506746626686,-6.000537562155628,
2026-01,Paid Advertising (PPC),80,68.505,74.47162499999999,56.8775,88.205,66.69999999999999,102.70614692653675,-2.058760454642916,
2026-02,Paid Advertising (PPC),80,73.515,79.801625,59.400000000000006,94.57499999999999,66.69999999999999,110.21739130434784,7.313334793080806,
2026-03,Paid Advertising (PPC),80,68.43,73.92937500000001,55.0625,87.78999999999999,66.69999999999999,102.59370314842582,-6.9169557233217605,
2026-04,Paid Advertising (PPC),80,68.5,75.963,59.065,88.4325,66.69999999999999,102.69865067466269,0.102294315358753,
2026-05,Paid Advertising (PPC),80,71.225,76.98275,60.875,92.985,66.69999999999999,106.78410794602699,3.9781021897810076,
2026-06,Paid Advertising (PPC),80,74.775,80.53825,58.04,94.475,66.69999999999999,112.10644677661172,4.9842049842049985,12.106446776611723
2025-06,SEO,80,136.29500000000002,144.39625,110.7675,175.60750000000002,136.29500000000002,100.0,,
2025-07,SEO,80,139.03500000000003,135.18225,101.2175,158.355,136.29500000000002,102.01034520708758,2.0103452070875827,
2025-08,SEO,80,116.685,132.34437499999999,98.83500000000001,153.11,136.29500000000002,85.61209141934772,-16.075089006365328,
2025-09,SEO,80,120.255,131.673875,88.8975,169.4875,136.29500000000002,88.23140980960416,3.0595192184085462,
2025-10,SEO,80,122.81,133.305125,105.7175,150.535,136.29500000000002,90.10602003008181,2.1246517816307042,
2025-11,SEO,80,115.655,126.152125,92.0925,153.16000000000003,136.29500000000002,84.85637771011409,-5.82607279537497,
2025-12,SEO,80,125.22,131.645,103.17,152.045,136.29500000000002,91.87424336916247,8.270286628334267,
2026-01,SEO,80,115.98,124.32950000000001,92.795,150.035,136.29500000000002,85.09483106496936,-7.379012937230478,
2026-02,SEO,80,113.09,119.43675,87.2225,139.485,136.29500000000002,82.9744304633332,-2.4918089325745685,
2026-03,SEO,80,119.805,125.26500000000001,97.36,140.035,136.29500000000002,87.90124362595839,5.93774869572905,
2026-04,SEO,80,122.43,132.588,97.3575,161.0525,136.29500000000002,89.82721303055871,2.1910604732690686,
2026-05,SEO,80,104.96,110.92225,85.545,132.4825,136.29500000000002,77.00942807879964,-14.269378420321832,
2026-06,SEO,80,119.33,122.01525,86.4675,148.5725,136.29500000000002,87.55273487655451,13.690929878048784,-12.447265123445494
2025-06,Social Media Management,80,70.46000000000001,75.65375,60.2475,85.965,70.46000000000001,100.0,,
2025-07,Social Media Management,80,65.475,73.57875,55.807500000000005,85.1075,70.46000000000001,92.92506386602327,-7.074936133976739,
2025-08,Social Media Management,80,70.255,72.42175,53.019999999999996,83.4025,70.46000000000001,99.7090547828555,7.300496372661325,
2025-09,Social Media Management,80,70.36,78.767625,60.662499999999994,95.7775,70.46000000000001,99.85807550383194,0.1494555547647769,
2025-10,Social Media Management,80,69.27,76.038375,55.5175,89.4775,70.46000000000001,98.31109849560032,-1.5491756679931745,
2025-11,Social Media Management,80,70.00999999999999,73.290625,55.82,89.55250000000001,70.46000000000001,99.3613397672438,1.068283528222902,
2025-12,Social Media Management,80,72.33500000000001,75.874,56.462500000000006,91.345,70.46000000000001,102.66108430315073,3.3209541494072514,
2026-01,Social Media Management,80,70.565,72.923625,53.8925,87.92750000000001,70.46000000000001,100.14902072097642,-2.4469482269994014,
2026-02,Social Media Management,80,72.03,76.57275,58.22,87.8725,70.46000000000001,102.22821458983819,2.0761000495996607,
2026-03,Social Media Management,80,68.67,78.842,57.177499999999995,95.125,70.46000000000001,97.45955151859211,-4.664723032069951,
2026-04,Social Media Management,80,66.03999999999999,72.79375,53.6675,83.67,70.46000000000001,93.72693726937267,-3.8299111693607335,
2026-05,Social Media Management,80,74.80000000000001,78.19325,59.865,97.9325,70.46000000000001,106.15952313369289,13.264688067837715,
2026-06,Social Media Management,80,73.88,75.874125,56.655,93.38749999999999,70.46000000000001,104.85381776894691,-1.229946524064185,4.853817768946911
2025-06,Software Engineering,80,75.52000000000001,81.399625,63.285,94.41499999999999,75.52000000000001,100.0,,
2025-07,Software Engineering,80,70.325,75.208875,58.355000000000004,84.6125,75.52000000000001,93.12102754237287,-6.87897245762713,
2025-08,Software Engineering,80,75.93,82.043125,58.1275,99.46,75.52000000000001,100.54290254237289,7.970138642019209,
2025-09,Software Engineering,80,79.24000000000001,80.280125,64.31,94.1625,75.52000000000001,104.92584745762711,4.35927828262872,
2025-10,Software Engineering,80,71.135,76.201375,57.595,86.465,75.52000000000001,94.1935911016949,-10.228419989904092,
2025-11,Software Engineering,80,76.33000000000001,79.5915,57.712500000000006,96.7675,75.52000000000001,101.07256355932203,7.303015393266343,
2025-12,Software Engineering,80,78.35,79.04325,55.1875,93.30499999999999,75.52000000000001,103.74735169491522,2.646403773090489,
2026-01,Software Engineering,80,82.61,87.705375,62.415000000000006,111.89750000000001,75.52000000000001,109.38824152542372,5.437141033822623,
2026-02,Software Engineering,80,80.045,85.976125,61.94,100.5625,75.52000000000001,105.99179025423729,-3.104950974458298,
2026-03,Software Engineering,80,72.05,75.82424999999999,57.2725,88.3,75.52000000000001,95.40519067796609,-9.9881316759323,
2026-04,Software Engineering,80,77.35499999999999,82.36075,60.9425,99.78999999999999,75.52000000000001,102.42981991525421,7.362942401110328,
2026-05,Software Engineering,80,81.515,82.341375,64.5825,94.9875,75.52000000000001,107.93829449152541,5.37780363260294,
2026-06,Software Engineering,80,78.38,83.828,61.692499999999995,100.08250000000001,75.52000000000001,103.78707627118642,-3.845917929215492,3.787076271186418
2025-06,Technical Writing,80,179.14,187.02437500000002,133.0875,211.45999999999998,179.14,100.0,,
2025-07,Technical Writing,80,161.67000000000002,169.77325000000002,133.8975,198.0475,179.14,90.24785084291616,-9.752149157083833,
2025-08,Technical Writing,80,161.72500000000002,173.30337500000002,131.0875,214.6275,179.14,90.2785530869711,0.03401991711511343,
2025-09,Technical Writing,80,158.575,175.249875,123.7175,195.2275,179.14,88.52015183655242,-1.947750811562854,
2025-10,Technical Writing,80,172.485,185.987375,148.35000000000002,223.25,179.14,96.28502846935359,8.771874507330924,
2025-11,Technical Writing,80,158.925,170.31062500000002,129.495,199.665,179.14,88.71552975326563,-7.8615531785372506,
2025-12,Technical Writing,80,161.37,161.755625,115.8725,199.17249999999999,179.14,90.08038405716201,1.5384615384615108,
2026-01,Technical Writing,80,157.22,166.9445,122.42,207.07,179.14,87.76376018756281,-2.5717295655945938,
2026-02,Technical Writing,80,165.08,176.12925,127.3325,208.35,179.14,92.15138997432177,4.99936394860705,
2026-03,Technical Writing,80,162.79500000000002,170.81937499999998,121.0775,204.4425,179.14,90.87585128949426,-1.384177368548578,
2026-04,Technical Writing,80,162.45499999999998,173.134375,131.8275,205.9625,179.14,90.68605559897287,-0.20885162320711803,
2026-05,Technical Writing,80,149.5,155.666625,114.71000000000001,181.98499999999999,179.14,83.45428156748912,-7.974516019820865,
2026-06,Technical Writing,80,142.875,152.49212500000002,109.0675,179.0275,179.14,79.75605671541811,-4.431438127090304,-20.24394328458189
2025-06,Translation & Localization,80,151.54000000000002,164.111125,122.92750000000001,195.505,151.54000000000002,100.0,,
2025-07,Translation & Localization,80,143.88,146.427,105.78,180.135,151.54000000000002,94.94522898244686,-5.054771017553139,
2025-08,Translation & Localization,80,137.885,151.601125,116.33500000000001,173.97,151.54000000000002,90.9891777748449,-4.166666666666674,
2025-09,Translation & Localization,80,140.45,149.514625,114.9425,167.1375,151.54000000000002,92.68180018476968,1.8602458570547986,
2025-10,Translation & Localization,80,132.22000000000003,140.2745,98.4725,173.9525,151.54000000000002,87.25089085389996,-5.859736561053741,
2025-11,Translation & Localization,80,140.805,150.06225,110.52,180.75,151.54000000000002,92.9160617658704,6.492966268340639,
2025-12,Translation & Localization,80,132.64,142.77362499999998,110.37,166.97250000000003,151.54000000000002,87.52804540055429,-5.798799758531326,
2026-01,Translation & Localization,80,133.86,139.286875,105.7175,169.7,151.54000000000002,88.33311336940741,0.9197828709288425,
2026-02,Translation & Localization,80,131.25,141.59375,109.56,170.97500000000002,151.54000000000002,86.61079582948396,-1.9497982967279226,
2026-03,Translation & Localization,80,115.79,121.77475,90.5875,141.5275,151.54000000000002,76.40886894549294,-11.779047619047612,
2026-04,Translation & Localization,80,130.39,135.418625,102.845,166.61,151.54000000000002,86.04328890062027,12.609033595301788,
2026-05,Translation & Localization,80,124.34,128.78225,102.80000000000001,152.0375,151.54000000000002,82.05094364524217,-4.63992637472197,
2026-06,Translation & Localization,80,116.845,124.9565,91.72749999999999,152.7625,151.54000000000002,77.10505477101755,-6.027826926170176,-22.894945228982454
2025-06,UI/UX Design,80,128.435,136.651875,102.07,161.66000000000003,128.435,100.0,,
2025-07,UI/UX Design,80,120.85,131.53050000000002,94.66,162.9,128.435,94.0942889399307,-5.905711060069296,
2025-08,UI/UX Design,80,122.72999999999999,126.35074999999999,96.3725,159.165,128.435,95.55806439054774,1.5556474968969614,
2025-09,UI/UX Design,80,128.615,134.494875,97.77,159.28750000000002,128.435,100.14014871335695,4.795078627882354,
2025-10,UI/UX Design,80,132.335,141.6195,103.52250000000001,170.5875,128.435,103.03655545606728,2.8923531469890795,
2025-11,UI/UX Design,80,138.54000000000002,139.919,101.855,176.2475,128.435,107.86779304706661,4.688857822949322,
2025-12,UI/UX Design,80,132.245,140.42837500000002,102.8175,167.60500000000002,128.435,102.9664810993888,-4.5438140609210365,
