date,month,platform,ipi_category,price,price_type
2025-06-01,2025-06,Fiverr,Content Writing,67.01,mock_price
2025-06-01,2025-06,Upwork,Content Writing,64.93,mock_price
2025-06-01,2025-06,Fiverr,Content Writing,132.18,mock_price
2025-06-01,2025-06,Fiverr,Content Writing,109.48,mock_price
2025-06-01,2025-06,Fiverr,Content Writing,112.01,mock_price
2025-06-01,2025-06,Fiverr,Content Writing,78.74,mock_price
2025-06-01,2025-06,Fiverr,Content Writing,166.57,mock_price
2025-06-01,2025-06,Fiverr,Content Writing,111.09,mock_price
2025-06-01,2025-06,Upwork,Content Writing,39.45,mock_price
2025-06-01,2025-06,Upwork,Content Writing,131.58,mock_price
2025-06-01,2025-06,Upwork,Content Writing,60.06,mock_price
2025-06-01,2025-06,Upwork,Content Writing,142.15,mock_price
2025-06-01,2025-06,Fiverr,Content Writing,91.39,mock_price
2025-06-01,2025-06,Fiverr,Content Writing,111.83,mock_price
2025-06-01,2025-06,Upwork,Content Writing,74.87,mock_price
2025-06-01,2025-06,Fiverr,Content Writing,128.03,mock_price
2025-06-01,2025-06,Upwork,Content Writing,74.37,mock_price
2025-06-01,2025-06,Upwork,Content Writing,82.8,mock_price
2025-06-01,2025-06,Upwork,Content Writing,117.62,mock_price
2025-06-01,2025-06,Upwork,Content Writing,148.02,mock_price
2025-06-01,2025-06,Upwork,Content Writing,81.99,mock_price
2025-06-01,2025-06,Upwork,Content Writing,118.11,mock_price
2025-06-01,2025-06,Upwork,Content Writing,159.51,mock_price
2025-06-01,2025-06,Fiverr,Content Writing,104.94,mock_price
2025-06-01,2025-06,Fiverr,Content Writing,77.19,mock_price
2025-06-01,2025-06,Fiverr,Content Writing,88.0,mock_price
2025-06-01,2025-06,Fiverr,Content Writing,154.13,mock_price
2025-06-01,2025-06,Fiverr,Content Writing,89.1,mock_price
2025-06-01,2025-06,Fiverr,Content Writing,98.87,mock_price
2025-06-01,2025-06,Upwork,Content Writing,90.91,mock_price
2025-06-01,2025-06,Upwork,Content Writing,85.93,mock_price
2025-06-01,2025-06,Upwork,Content Writing,89.19,mock_price
2025-06-01,2025-06,Upwork,Content Writing,93.27,mock_price
2025-06-01,2025-06,Upwork,Content Writing,113.68,mock_price
2025-06-01,2025-06,Fiverr,Content Writing,70.95,mock_price
2025-06-01,2025-06,Upwork,Content Writing,161.32,mock_price
2025-06-01,2025-06,Fiverr,Content Writing,50.42,mock_price
2025-06-01,2025-06,Upwork,Content Writing,97.78,mock_price
2025-06-01,2025-06,Upwork,Content Writing,102.29,mock_price
2025-06-01,2025-06,Upwork,Content Writing,84.82,mock_price
2025-06-01,2025-06,Upwork,Content Writing,92.26,mock_price
2025-06-01,2025-06,Fiverr,Content Writing,109.68,mock_price
2025-06-01,2025-06,Upwork,Content Writing,111.15,mock_price
2025-06-01,2025-06,Fiverr,Content Writing,98.44,mock_price
2025-06-01,2025-06,Fiverr,Content Writing,147.23,mock_price
2025-06-01,2025-06,Fiverr,Content Writing,128.4,mock_price
2025-06-01,2025-06,Upwork,Content Writing,74.54,mock_price
2025-06-01,2025-06,Upwork,Content Writing,160.19,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,213.17,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,373.67,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,146.06,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,239.8,mock_price
2025-06-01,2025-06,Fiverr,Technical Writing,179.75,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,145.55,mock_price
2025-06-01,2025-06,Fiverr,Technical Writing,174.15,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,152.75,mock_price
2025-06-01,2025-06,Fiverr,Technical Writing,119.69,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,204.89,mock_price
2025-06-01,2025-06,Fiverr,Technical Writing,215.7,mock_price
2025-06-01,2025-06,Fiverr,Technical Writing,164.09,mock_price
2025-06-01,2025-06,Fiverr,Technical Writing,131.97,mock_price
2025-06-01,2025-06,Fiverr,Technical Writing,155.09,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,153.22,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,210.89,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,187.98,mock_price
2025-06-01,2025-06,Fiverr,Technical Writing,274.3,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,154.96,mock_price
2025-06-01,2025-06,Fiverr,Technical Writing,161.52,mock_price
2025-06-01,2025-06,Fiverr,Technical Writing,190.12,mock_price
2025-06-01,2025-06,Fiverr,Technical Writing,228.23,mock_price
2025-06-01,2025-06,Fiverr,Technical Writing,273.55,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,128.15,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,189.5,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,195.97,mock_price
2025-06-01,2025-06,Fiverr,Technical Writing,187.9,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,233.53,mock_price
2025-06-01,2025-06,Fiverr,Technical Writing,192.34,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,135.19,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,184.55,mock_price
2025-06-01,2025-06,Fiverr,Technical Writing,113.39,mock_price
2025-06-01,2025-06,Fiverr,Technical Writing,114.41,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,218.44,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,133.46,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,116.87,mock_price
2025-06-01,2025-06,Fiverr,Technical Writing,243.2,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,200.57,mock_price
2025-06-01,2025-06,Fiverr,Technical Writing,128.13,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,182.69,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,127.15,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,130.47,mock_price
2025-06-01,2025-06,Fiverr,Technical Writing,236.1,mock_price
2025-06-01,2025-06,Fiverr,Technical Writing,159.63,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,174.38,mock_price
2025-06-01,2025-06,Fiverr,Technical Writing,288.72,mock_price
2025-06-01,2025-06,Fiverr,Technical Writing,106.11,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,171.51,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,119.33,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,205.53,mock_price
2025-06-01,2025-06,Fiverr,Technical Writing,166.21,mock_price
2025-06-01,2025-06,Fiverr,Technical Writing,224.94,mock_price
2025-06-01,2025-06,Fiverr,Technical Writing,129.07,mock_price
2025-06-01,2025-06,Fiverr,Technical Writing,102.16,mock_price
2025-06-01,2025-06,Fiverr,Technical Writing,125.54,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,145.06,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,184.44,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,198.66,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,188.21,mock_price
2025-06-01,2025-06,Fiverr,Technical Writing,130.79,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,177.17,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,116.36,mock_price
2025-06-01,2025-06,Fiverr,Technical Writing,235.58,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,252.11,mock_price
2025-06-01,2025-06,Fiverr,Technical Writing,107.18,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,125.02,mock_price
2025-06-01,2025-06,Fiverr,Technical Writing,193.11,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,189.95,mock_price
2025-06-01,2025-06,Fiverr,Technical Writing,207.88,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,668.59,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,276.59,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,245.32,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,155.46,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,226.41,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,183.91,mock_price
2025-06-01,2025-06,Fiverr,Technical Writing,128.66,mock_price
2025-06-01,2025-06,Fiverr,Technical Writing,390.27,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,90.3,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,150.15,mock_price
2025-06-01,2025-06,Upwork,Technical Writing,178.53,mock_price
2025-06-01,2025-06,Upwork,Translation & Localization,123.06,mock_price
2025-06-01,2025-06,Fiverr,Translation & Localization,212.5,mock_price
2025-06-01,2025-06,Upwork,Translation & Localization,250.63,mock_price
2025-06-01,2025-06,Upwork,Translation & Localization,151.84,mock_price
2025-06-01,2025-06,Fiverr,Translation & Localization,112.42,mock_price
2025-06-01,2025-06,Upwork,Translation & Localization,156.58,mock_price
2025-06-01,2025-06,Fiverr,Translation & Localization,334.95,mock_price
2025-06-01,2025-06,Upwork,Translation & Localization,276.73,mock_price
2025-06-01,2025-06,Fiverr,Translation & Localization,71.45,mock_price
2025-06-01,2025-06,Upwork,Translation & Localization,154.95,mock_price
2025-06-01,2025-06,Fiverr,Translation & Localization,124.25,mock_price
2025-06-01,2025-06,Upwork,Translation & Localization,80.93,mock_price
2025-06-01,2025-06,Fiverr,Translation & Localization,173.22,mock_price
2025-06-01,2025-06,Fiverr,Translation & Localization,196.54,mock_price
2025-06-01,2025-06,Upwork,Translation & Localization,129.13,mock_price
2025-06-01,2025-06,Upwork,Translation & Localization,129.88,mock_price
2025-06-01,2025-06,Upwork,Translation & Localization,269.28,mock_price
2025-06-01,2025-06,Fiverr,Translation & Localization,167.26,mock_price
2025-06-01,2025-06,Upwork,Translation & Localization,165.65,mock_price
2025-06-01,2025-06,Fiverr,Translation & Localization,258.73,mock_price
2025-06-01,2025-06,Upwork,Translation & Localization,85.29,mock_price
2025-06-01,2025-06,Fiverr,Translation & Localization,122.53,mock_price
2025-06-01,2025-06,Upwork,Translation & Localization,133.59,mock_price
2025-06-01,2025-06,Upwork,Translation & Localization,279.51,mock_price
2025-06-01,2025-06,Fiverr,Translation & Localization,46.68,mock_price
2025-06-01,2025-06,Upwork,Translation & Localization,101.42,mock_price
2025-06-01,2025-06,Upwork,Translation & Localization,72.21,mock_price
2025-06-01,2025-06,Upwork,Translation & Localization,92.09,mock_price
2025-06-01,2025-06,Fiverr,Translation & Localization,124.44,mock_price
2025-06-01,2025-06,Upwork,Translation & Localization,151.96,mock_price
2025-06-01,2025-06,Fiverr,Translation & Localization,148.16,mock_price
2025-06-01,2025-06,Upwork,Translation & Localization,330.18,mock_price
2025-06-01,2025-06,Upwork,Translation & Localization,102.96,mock_price
2025-06-01,2025-06,Upwork,Translation & Localization,170.64,mock_price
2025-06-01,2025-06,Upwork,Translation & Localization,135.23,mock_price
2025-06-01,2025-06,Upwork,Translation & Localization,148.29,mock_price
2025-06-01,2025-06,Upwork,Translation & Localization,151.04,mock_price
2025-06-01,2025-06,Fiverr,Translation & Localization,183.02,mock_price
2025-06-01,2025-06,Fiverr,Translation & Localization,117.04,mock_price
2025-06-01,2025-06,Fiverr,Translation & Localization,303.93,mock_price
2025-06-01,2025-06,Fiverr,Translation & Localization,137.65,mock_price
2025-06-01,2025-06,Upwork,Translation & Localization,178.35,mock_price
2025-06-01,2025-06,Upwork,Translation & Localization,122.43,mock_price
2025-06-01,2025-06,Fiverr,Translation & Localization,156.1,mock_price
2025-06-01,2025-06,Upwork,Translation & Localization,118.1,mock_price
2025-06-01,2025-06,Upwork,Translation & Localization,195.43,mock_price
2025-06-01,2025-06,Fiverr,Translation & Localization,202.56,mock_price
2025-06-01,2025-06,Upwork,Translation & Localization,241.34,mock_price
2025-06-01,2025-06,Fiverr,Translation & Localization,192.93,mock_price
2025-06-01,2025-06,Upwork,Translation & Localization,180.95,mock_price
2025-06-01,2025-06,Upwork,Translation & Localization,176.08,mock_price
2025-06-01,2025-06,Fiverr,Translation & Localization,113.21,mock_price
2025-06-01,2025-06,Upwork,Translation & Localization,144.1,mock_price
2025-06-01,2025-06,Fiverr,Translation & Localization,151.24,mock_price
2025-06-01,2025-06,Upwork,Translation & Localization,114.85,mock_price
2025-06-01,2025-06,Upwork,Translation & Localization,218.0,mock_price
2025-06-01,2025-06,Fiverr,Translation & Localization,134.51,mock_price
2025-06-01,2025-06,Fiverr,Translation & Localization,213.24,mock_price
2025-06-01,2025-06,Fiverr,Translation & Localization,125.85,mock_price
2025-06-01,2025-06,Fiverr,Translation & Localization,159.08,mock_price
2025-06-01,2025-06,Upwork,Translation & Localization,229.24,mock_price
2025-06-01,2025-06,Fiverr,Translation & Localization,146.23,mock_price
2025-06-01,2025-06,Upwork,Translation & Localization,133.5,mock_price
2025-06-01,2025-06,Fiverr,Translation & Localization,195.73,mock_price
2025-06-01,2025-06,Upwork,Translation & Localization,162.6,mock_price
2025-06-01,2025-06,Upwork,Translation & Localization,138.7,mock_price
2025-06-01,2025-06,Fiverr,Translation & Localization,283.48,mock_price
2025-06-01,2025-06,Fiverr,Translation & Localization,210.75,mock_price
2025-06-01,2025-06,Fiverr,Translation & Localization,102.08,mock_price
2025-06-01,2025-06,Fiverr,Translation & Localization,94.9,mock_price
2025-06-01,2025-06,Fiverr,Translation & Localization,190.1,mock_price
2025-06-01,2025-06,Fiverr,Translation & Localization,183.33,mock_price
2025-06-01,2025-06,Fiverr,Translation & Localization,144.54,mock_price
2025-06-01,2025-06,Upwork,Translation & Localization,106.04,mock_price
2025-06-01,2025-06,Fiverr,Translation & Localization,69.85,mock_price
2025-06-01,2025-06,Fiverr,Translation & Localization,269.75,mock_price
2025-06-01,2025-06,Upwork,Translation & Localization,108.73,mock_price
2025-06-01,2025-06,Fiverr,Translation & Localization,129.72,mock_price
2025-06-01,2025-06,Fiverr,Translation & Localization,179.95,mock_price
2025-06-01,2025-06,Upwork,Translation & Localization,233.48,mock_price
2025-06-01,2025-06,Upwork,SEO,139.27,mock_price
2025-06-01,2025-06,Fiverr,SEO,107.04,mock_price
2025-06-01,2025-06,Fiverr,SEO,155.45,mock_price
2025-06-01,2025-06,Fiverr,SEO,173.48,mock_price
2025-06-01,2025-06,Upwork,SEO,77.0,mock_price
2025-06-01,2025-06,Fiverr,SEO,78.11,mock_price
2025-06-01,2025-06,Fiverr,SEO,101.31,mock_price
2025-06-01,2025-06,Fiverr,SEO,205.76,mock_price
2025-06-01,2025-06,Fiverr,SEO,142.52,mock_price
2025-06-01,2025-06,Upwork,SEO,214.23,mock_price
2025-06-01,2025-06,Upwork,SEO,114.99,mock_price
2025-06-01,2025-06,Upwork,SEO,127.62,mock_price
2025-06-01,2025-06,Fiverr,SEO,143.11,mock_price
2025-06-01,2025-06,Fiverr,SEO,95.69,mock_price
2025-06-01,2025-06,Fiverr,SEO,151.88,mock_price
2025-06-01,2025-06,Upwork,SEO,131.86,mock_price
2025-06-01,2025-06,Upwork,SEO,162.75,mock_price
2025-06-01,2025-06,Fiverr,SEO,111.08,mock_price
2025-06-01,2025-06,Fiverr,SEO,130.98,mock_price
2025-06-01,2025-06,Upwork,SEO,180.35,mock_price
2025-06-01,2025-06,Upwork,SEO,132.27,mock_price
2025-06-01,2025-06,Fiverr,SEO,97.53,mock_price
2025-06-01,2025-06,Upwork,SEO,283.49,mock_price
2025-06-01,2025-06,Fiverr,SEO,147.36,mock_price
2025-06-01,2025-06,Upwork,SEO,271.59,mock_price
2025-06-01,2025-06,Fiverr,SEO,97.72,mock_price
2025-06-01,2025-06,Upwork,SEO,122.96,mock_price
2025-06-01,2025-06,Fiverr,SEO,179.9,mock_price
2025-06-01,2025-06,Upwork,SEO,95.27,mock_price
2025-06-01,2025-06,Upwork,SEO,103.64,mock_price
2025-06-01,2025-06,Upwork,SEO,183.47,mock_price
2025-06-01,2025-06,Fiverr,SEO,67.84,mock_price
2025-06-01,2025-06,Fiverr,SEO,144.07,mock_price
2025-06-01,2025-06,Fiverr,SEO,246.49,mock_price
2025-06-01,2025-06,Fiverr,SEO,156.12,mock_price
2025-06-01,2025-06,Fiverr,SEO,179.53,mock_price
2025-06-01,2025-06,Upwork,SEO,80.53,mock_price
2025-06-01,2025-06,Upwork,SEO,242.66,mock_price
2025-06-01,2025-06,Fiverr,SEO,124.57,mock_price
2025-06-01,2025-06,Upwork,SEO,115.8,mock_price
2025-06-01,2025-06,Upwork,SEO,70.18,mock_price
2025-06-01,2025-06,Fiverr,SEO,205.31,mock_price
2025-06-01,2025-06,Upwork,SEO,140.77,mock_price
2025-06-01,2025-06,Fiverr,SEO,140.92,mock_price
2025-06-01,2025-06,Upwork,SEO,73.16,mock_price
2025-06-01,2025-06,Fiverr,SEO,103.64,mock_price
2025-06-01,2025-06,Fiverr,SEO,139.97,mock_price
2025-06-01,2025-06,Fiverr,SEO,142.09,mock_price
2025-06-01,2025-06,Fiverr,SEO,128.06,mock_price
2025-06-01,2025-06,Fiverr,SEO,129.94,mock_price
2025-06-01,2025-06,Upwork,SEO,114.56,mock_price
2025-06-01,2025-06,Fiverr,SEO,73.04,mock_price
2025-06-01,2025-06,Upwork,SEO,133.32,mock_price
2025-06-01,2025-06,Fiverr,SEO,153.04,mock_price
2025-06-01,2025-06,Upwork,SEO,185.27,mock_price
2025-06-01,2025-06,Fiverr,SEO,219.24,mock_price
2025-06-01,2025-06,Upwork,SEO,143.59,mock_price
2025-06-01,2025-06,Upwork,SEO,98.37,mock_price
2025-06-01,2025-06,Upwork,SEO,133.07,mock_price
2025-06-01,2025-06,Fiverr,SEO,220.0,mock_price
2025-06-01,2025-06,Upwork,SEO,262.94,mock_price
2025-06-01,2025-06,Fiverr,SEO,236.28,mock_price
2025-06-01,2025-06,Fiverr,SEO,89.44,mock_price
2025-06-01,2025-06,Fiverr,SEO,116.34,mock_price
2025-06-01,2025-06,Upwork,SEO,160.22,mock_price
2025-06-01,2025-06,Fiverr,SEO,206.37,mock_price
2025-06-01,2025-06,Upwork,SEO,109.83,mock_price
2025-06-01,2025-06,Upwork,SEO,113.39,mock_price
2025-06-01,2025-06,Upwork,SEO,185.14,mock_price
2025-06-01,2025-06,Fiverr,SEO,69.07,mock_price
2025-06-01,2025-06,Upwork,SEO,174.3,mock_price
2025-06-01,2025-06,Fiverr,SEO,121.84,mock_price
2025-06-01,2025-06,Upwork,SEO,216.26,mock_price
2025-06-01,2025-06,Upwork,SEO,131.18,mock_price
2025-06-01,2025-06,Fiverr,SEO,180.23,mock_price
2025-06-01,2025-06,Fiverr,SEO,143.51,mock_price
2025-06-01,2025-06,Upwork,SEO,70.42,mock_price
2025-06-01,2025-06,Fiverr,SEO,125.36,mock_price
2025-06-01,2025-06,Fiverr,SEO,127.55,mock_price
2025-06-01,2025-06,Upwork,SEO,147.2,mock_price
2025-06-01,2025-06,Fiverr,Paid Advertising (PPC),44.52,mock_price
2025-06-01,2025-06,Fiverr,Paid Advertising (PPC),88.85,mock_price
2025-06-01,2025-06,Upwork,Paid Advertising (PPC),47.8,mock_price
2025-06-01,2025-06,Fiverr,Paid Advertising (PPC),83.36,mock_price
2025-06-01,2025-06,Fiverr,Paid Advertising (PPC),68.76,mock_price
2025-06-01,2025-06,Upwork,Paid Advertising (PPC),98.18,mock_price
2025-06-01,2025-06,Fiverr,Paid Advertising (PPC),60.11,mock_price
2025-06-01,2025-06,Fiverr,Paid Advertising (PPC),59.5,mock_price
2025-06-01,2025-06,Fiverr,Paid Advertising (PPC),58.38,mock_price
2025-06-01,2025-06,Upwork,Paid Advertising (PPC),53.25,mock_price
2025-06-01,2025-06,Upwork,Paid Advertising (PPC),42.55,mock_price
2025-06-01,2025-06,Fiverr,Paid Advertising (PPC),65.73,mock_price
2025-06-01,2025-06,Fiverr,Paid Advertising (PPC),139.79,mock_price
2025-06-01,2025-06,Upwork,Paid Advertising (PPC),71.16,mock_price
2025-06-01,2025-06,Fiverr,Paid Advertising (PPC),84.15,mock_price
2025-06-01,2025-06,Upwork,Paid Advertising (PPC),107.14,mock_price
2025-06-01,2025-06,Fiverr,Paid Advertising (PPC),67.57,mock_price
2025-06-01,2025-06,Upwork,Paid Advertising (PPC),65.05,mock_price
2025-06-01,2025-06,Fiverr,Paid Advertising (PPC),54.31,mock_price
2025-06-01,2025-06,Fiverr,Paid Advertising (PPC),86.09,mock_price
2025-06-01,2025-06,Upwork,Paid Advertising (PPC),63.83,mock_price
2025-06-01,2025-06,Upwork,Paid Advertising (PPC),31.4,mock_price
2025-06-01,2025-06,Fiverr,Paid Advertising (PPC),56.44,mock_price
2025-06-01,2025-06,Upwork,Paid Advertising (PPC),32.63,mock_price
2025-06-01,2025-06,Upwork,Paid Advertising (PPC),86.0,mock_price
2025-06-01,2025-06,Fiverr,Paid Advertising (PPC),78.37,mock_price
2025-06-01,2025-06,Upwork,Paid Advertising (PPC),50.01,mock_price
2025-06-01,2025-06,Upwork,Paid Advertising (PPC),72.27,mock_price
2025-06-01,2025-06,Fiverr,Paid Advertising (PPC),40.06,mock_price
2025-06-01,2025-06,Fiverr,Paid Advertising (PPC),75.47,mock_price
2025-06-01,2025-06,Fiverr,Paid Advertising (PPC),65.83,mock_price
2025-06-01,2025-06,Fiverr,Paid Advertising (PPC),69.12,mock_price
2025-06-01,2025-06,Upwork,Paid Advertising (PPC),56.05,mock_price
2025-06-01,2025-06,Fiverr,Paid Advertising (PPC),48.13,mock_price
2025-06-01,2025-06,Upwork,Paid Advertising (PPC),75.86,mock_price
2025-06-01,2025-06,Upwork,Paid Advertising (PPC),96.66,mock_price
2025-06-01,2025-06,Fiverr,Paid Advertising (PPC),70.09,mock_price
2025-06-01,2025-06,Upwork,Paid Advertising (PPC),117.98,mock_price
2025-06-01,2025-06,Upwork,Paid Advertising (PPC),161.34,mock_price
2025-06-01,2025-06,Upwork,Paid Advertising (PPC),100.24,mock_price
2025-06-01,2025-06,Fiverr,Paid Advertising (PPC),48.89,mock_price
2025-06-01,2025-06,Fiverr,Paid Advertising (PPC),65.75,mock_price
2025-06-01,2025-06,Upwork,Paid Advertising (PPC),114.55,mock_price
2025-06-01,2025-06,Fiverr,Paid Advertising (PPC),44.44,mock_price
2025-06-01,2025-06,Upwork,Paid Advertising (PPC),43.08,mock_price
2025-06-01,2025-06,Fiverr,Paid Advertising (PPC),85.59,mock_price
2025-06-01,2025-06,Upwork,Paid Advertising (PPC),59.87,mock_price
2025-06-01,2025-06,Upwork,Paid Advertising (PPC),56.45,mock_price
2025-06-01,2025-06,Fiverr,Paid Advertising (PPC),57.12,mock_price
2025-06-01,2025-06,Upwork,Paid Advertising (PPC),51.94,mock_price
2025-06-01,2025-06,Upwork,Paid Advertising (PPC),29.27,mock_price
2025-06-01,2025-06,Upwork,Paid Advertising (PPC),89.31,mock_price
2025-06-01,2025-06,Upwork,Paid Advertising (PPC),64.64,mock_price
2025-06-01,2025-06,Fiverr,Paid Advertising (PPC),51.16,mock_price
2025-06-01,2025-06,Fiverr,Paid Advertising (PPC),76.37,mock_price
2025-06-01,2025-06,Upwork,Paid Advertising (PPC),77.34,mock_price
2025-06-01,2025-06,Fiverr,Paid Advertising (PPC),83.75,mock_price
2025-06-01,2025-06,Upwork,Paid Advertising (PPC),49.92,mock_price
2025-06-01,2025-06,Fiverr,Paid Advertising (PPC),143.69,mock_price
2025-06-01,2025-06,Fiverr,Paid Advertising (PPC),123.89,mock_price
2025-06-01,2025-06,Upwork,Paid Advertising (PPC),55.73,mock_price
2025-06-01,2025-06,Upwork,Paid Advertising (PPC),85.82,mock_price
2025-06-01,2025-06,Fiverr,Paid Advertising (PPC),77.51,mock_price
2025-06-01,2025-06,Upwork,Paid Advertising (PPC),26.93,mock_price
2025-06-01,2025-06,Upwork,Paid Advertising (PPC),76.97,mock_price
2025-06-01,2025-06,Upwork,Paid Advertising (PPC),51.21,mock_price
2025-06-01,2025-06,Upwork,Paid Advertising (PPC),47.17,mock_price
2025-06-01,2025-06,Fiverr,Paid Advertising (PPC),77.19,mock_price
2025-06-01,2025-06,Upwork,Paid Advertising (PPC),55.95,mock_price
2025-06-01,2025-06,Upwork,Paid Advertising (PPC),71.46,mock_price
2025-06-01,2025-06,Fiverr,Paid Advertising (PPC),56.93,mock_price
2025-06-01,2025-06,Fiverr,Paid Advertising (PPC),91.71,mock_price
2025-06-01,2025-06,Upwork,Paid Advertising (PPC),84.6,mock_price
2025-06-01,2025-06,Upwork,Paid Advertising (PPC),116.4,mock_price
2025-06-01,2025-06,Fiverr,Paid Advertising (PPC),37.82,mock_price
2025-06-01,2025-06,Fiverr,Paid Advertising (PPC),48.96,mock_price
2025-06-01,2025-06,Fiverr,Paid Advertising (PPC),80.03,mock_price
2025-06-01,2025-06,Upwork,Paid Advertising (PPC),56.89,mock_price
2025-06-01,2025-06,Upwork,Paid Advertising (PPC),83.37,mock_price
2025-06-01,2025-06,Fiverr,Paid Advertising (PPC),122.19,mock_price
2025-06-01,2025-06,Upwork,Social Media Management,79.09,mock_price
2025-06-01,2025-06,Upwork,Social Media Management,60.84,mock_price
2025-06-01,2025-06,Fiverr,Social Media Management,62.87,mock_price
2025-06-01,2025-06,Fiverr,Social Media Management,62.85,mock_price
2025-06-01,2025-06,Upwork,Social Media Management,77.78,mock_price
2025-06-01,2025-06,Fiverr,Social Media Management,145.31,mock_price
2025-06-01,2025-06,Upwork,Social Media Management,63.94,mock_price
2025-06-01,2025-06,Upwork,Social Media Management,97.92,mock_price
2025-06-01,2025-06,Fiverr,Social Media Management,34.44,mock_price
2025-06-01,2025-06,Fiverr,Social Media Management,49.39,mock_price
2025-06-01,2025-06,Fiverr,Social Media Management,101.55,mock_price
2025-06-01,2025-06,Fiverr,Social Media Management,52.31,mock_price
